,customer_key,gender,name,city,state_code,state,zip_code,country,continent,birthday
1622,224434,Female,Ora Cousins,Lacorne,QC,Quebec,J0Y 1R0,Canada,North America,1968-11-02
1623,224535,Male,Odell Dennis,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1954-01-26
1624,224588,Female,Margaret Sims,Wingham,ON,Ontario,N0G 2W0,Canada,North America,1971-07-02
1625,225285,Male,Doug Anderson,Fulford Harbour,BC,British Columbia,V0S 1C0,Canada,North America,1950-08-16
1626,225593,Female,Josephine Gregg,Grande Prairie,AB,Alberta,T8V 0S1,Canada,North America,1986-01-03
1627,225634,Female,Dawn Wagaman,Chilliwack,BC,British Columbia,V2P 2M1,Canada,North America,1954-12-21
1628,225768,Male,Paul Towle,Cornwall,ON,Ontario,K6J 3R2,Canada,North America,1944-08-30
1629,226013,Male,Pablo Olmos,Ottawa,ON,Ontario,K1L 6C7,Canada,North America,1955-08-10
1630,226220,Male,Monty Harris,Ottawa,ON,Ontario,K1P 5M7,Canada,North America,1992-11-02
1631,226367,Male,Sam Martin,Galahad,AB,Alberta,T0B 1R0,Canada,North America,1991-09-15
1632,226576,Male,Anthony Cox,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1952-10-20
1633,226740,Male,David Hayes,Sidney,BC,British Columbia,V8L 1X3,Canada,North America,1986-11-17
1634,226833,Male,Darryl Gibson,Regina,SK,Saskatchewan,S4S 2R3,Canada,North America,1990-02-18
1635,227116,Male,Steven Meier,Unionville,ON,Ontario,L3R 0L7,Canada,North America,1955-07-18
1636,227281,Male,Mark Ratcliff,Langley,BC,British Columbia,V3A 4P6,Canada,North America,1964-09-10
1637,227338,Female,Ida Moore,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1977-10-31
1638,227416,Male,Michael Hicks,Red Deer,AB,Alberta,T4N 2A6,Canada,North America,2000-07-23
1639,227564,Male,Sean Clements,Rolphton,ON,Ontario,K0J 2H0,Canada,North America,1976-02-27
1640,227565,Male,John Pointer,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1971-08-09
1641,227646,Male,Leroy Flatt,Quebec,QC,Quebec,G1V 3V5,Canada,North America,1939-07-31
1642,227654,Male,Glenn Brown,Sudbury,ON,Ontario,P3E 5K3,Canada,North America,1958-04-27
1643,227656,Female,Elizabeth Landers,Sherbrooke,QC,Quebec,J1H 5M7,Canada,North America,1997-04-09
1644,227898,Male,Michael Marks,Brock,SK,Saskatchewan,S4P 3Y2,Canada,North America,1976-01-08
1645,227946,Female,Kim Lee,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1998-03-27
1646,228402,Female,Lenora Barrett,Victoria,BC,British Columbia,V8R 5A7,Canada,North America,1971-06-22
1647,228413,Male,Brian Alderman,Guelph,ON,Ontario,N1H 2W8,Canada,North America,1954-05-15
1648,228792,Female,Judy Young,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1946-12-14
1649,228850,Male,James McCauley,Ottawa,ON,Ontario,K2G 3K2,Canada,North America,1937-12-24
1650,229084,Male,Philip Dotson,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1994-04-22
1651,229104,Female,Melissa Barrera,Haines Junction,YT,Yukon,Y0B 1L0,Canada,North America,1966-01-03
1652,229136,Male,Charles Molina,Montreal,QC,Quebec,H4N 3C5,Canada,North America,1947-11-25
1653,229251,Male,Douglas Williams,Port Elgin,ON,Ontario,N0N 2C4,Canada,North America,1970-01-17
1654,229286,Female,Annamarie Rodriguez,Stavely,AB,Alberta,T0L 1Z0,Canada,North America,1980-12-10
1655,229582,Male,Peter Price,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1945-10-29
1656,229838,Female,Annette Martinez,Edmonton,AB,Alberta,T6H 1J5,Canada,North America,1980-04-03
1657,229939,Female,Kathleen Curtis,Pikangikum,ON,Ontario,P0V 2L0,Canada,North America,1957-04-27
1658,229949,Male,Brian Watson,Calgary,AB,Alberta,T2T 0C6,Canada,North America,1955-07-22
1659,229987,Female,Kristina Callahan,Brooks,AB,Alberta,T0J 0J0,Canada,North America,1953-01-05
1660,230391,Female,Cynthia Kerlin,Stayner,ON,Ontario,L0M 1S0,Canada,North America,1942-09-06
1661,230405,Male,Jeff Collins,Cadillac,SK,Saskatchewan,S4P 3Y2,Canada,North America,1991-07-25
1662,230457,Male,Andrew Lachapelle,Glencoe,ON,Ontario,N0L 1M0,Canada,North America,1992-04-26
1663,230521,Male,Melvin Cameron,Langley,BC,British Columbia,V3A 4P6,Canada,North America,1947-05-08
1664,230598,Male,Thomas Bates,Toronto,ON,Ontario,M6S 2Z7,Canada,North America,1940-03-02
1665,230779,Female,Phyllis Studdard,London,ON,Ontario,N5W 2S9,Canada,North America,1958-11-26
1666,231898,Male,Robert Embree,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1968-12-17
1667,231984,Female,Kathryn Williams,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1954-12-26
1668,231997,Female,Harriet Ford,Port Mcneill,BC,British Columbia,V0N 2R0,Canada,North America,1960-10-04
1669,232195,Male,Michael Thompson,Toronto,ON,Ontario,M3B 2W6,Canada,North America,1993-07-04
1670,232586,Female,Christine Coppin,New Westminster,BC,British Columbia,V3L 3C1,Canada,North America,1961-06-18
1671,232588,Female,Nancy Fraser,Montreal,QC,Quebec,H4J 1M9,Canada,North America,1984-01-16
1672,232740,Female,Debra Moses,Montreal,QC,Quebec,H4J 1M9,Canada,North America,1984-05-05
1673,232998,Female,Beulah Potts,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1982-04-02
1674,233477,Female,Martha Hamilton,Calgary,AB,Alberta,T3E 0K6,Canada,North America,2001-07-21
1675,233565,Female,Marilyn Harper,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1989-04-24
1676,233567,Female,Blanca Gonyea,Quyon,QC,Quebec,J0X 2V0,Canada,North America,1971-08-12
1677,233643,Female,Latisha Paschal,Calgary,AB,Alberta,T2T 0C6,Canada,North America,1962-06-13
1678,233698,Female,Trudy Riley,Vancouver,BC,British Columbia,V6M 1Y8,Canada,North America,2001-03-22
1679,233728,Male,Steven Stanhope,Toronto,ON,Ontario,M6S 2Z7,Canada,North America,1999-01-26
1680,233855,Male,Donald Smith,Spencerville,ON,Ontario,K0E 1X0,Canada,North America,1947-03-08
1681,233904,Male,William Bradley,Burlington,ON,Ontario,L7R 2G6,Canada,North America,1952-09-25
1682,234326,Male,Steven James,Haliburton,ON,Ontario,K0M 1S0,Canada,North America,1962-07-03
1683,234493,Male,Harold Gonzalez,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1989-06-17
1684,234620,Male,Daniel Braunstein,Galahad,AB,Alberta,T0B 1R0,Canada,North America,1941-11-06
1685,234648,Female,Kim Contreras,Regina,SK,Saskatchewan,S4P 3Y2,Canada,North America,1995-10-18
1686,234726,Female,Rebecca Carl,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,1938-09-19
1687,235050,Male,James Webster,Guelph,ON,Ontario,N1H 2T2,Canada,North America,1973-10-04
1688,235093,Female,Isabella Pickett,Montreal,QC,Quebec,H3B 1S6,Canada,North America,1956-03-13
1689,235116,Male,Nathan Valentine,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,1952-08-23
1690,235133,Female,Tamela Moran,Toronto,ON,Ontario,M8V 3B6,Canada,North America,1955-05-29
1691,235534,Female,Mary Gaither,Quebec,QC,Quebec,G1V 3V5,Canada,North America,1959-05-14
1692,235607,Female,Jeanette Tejada,Cornwall,ON,Ontario,K6J 3R2,Canada,North America,1959-09-26
1693,235730,Female,Ethel Harrison,Barrington,NS,Nova Scotia,B0W 1E0,Canada,North America,1949-12-20
1694,235891,Female,Ethel Poss,Toronto,ON,Ontario,M4E 2V5,Canada,North America,1983-03-24
1695,236161,Female,Nicole Lewis,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1967-10-06
1696,236612,Male,Johnathon Burleson,North Bay,ON,Ontario,P1B 8G3,Canada,North America,1964-10-12
1697,236812,Male,Al Heslin,Glenavon,SK,Saskatchewan,S4P 3Y2,Canada,North America,1970-11-23
1698,236846,Male,Anthony Jarvis,Tiverton,ON,Ontario,N0G 2T0,Canada,North America,1940-03-06
1699,236863,Male,John Wright,Winnipeg,MB,Manitoba,R3B 3K6,Canada,North America,1954-04-30
1700,236974,Female,Sandra Hollenbeck,Lloydminster,AB,Alberta,T9V 0L9,Canada,North America,1941-12-31
1701,237000,Male,George Brown,Christina Lake,BC,British Columbia,V0H 1E0,Canada,North America,1938-03-01
1702,237358,Male,Mark Blair,Olds,AB,Alberta,T0M 1P0,Canada,North America,1961-01-31
1703,237541,Male,James Dickey,Montreal,QC,Quebec,S4P 3Y2,Canada,North America,1992-03-30
1704,237557,Female,Robin Hoover,Newmarket,ON,Ontario,L3Y 2A3,Canada,North America,1999-04-16
1705,237725,Male,Bryan Gonzalez,Roseneath,ON,Ontario,K0K 2X0,Canada,North America,2001-12-01
1706,237911,Male,Jeremy Patrick,Sherbrooke,QC,Quebec,J1H 1R6,Canada,North America,1947-10-18
1707,238065,Male,Joseph Adams,London,ON,Ontario,N0N 0N0,Canada,North America,1981-01-15
1708,238069,Male,Alfred Garrett,Toronto,ON,Ontario,M9V 2X5,Canada,North America,1988-02-08
1709,238385,Male,Robert Malone,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,1938-09-09
1710,238624,Male,Daniel Hammer,Fort St John,BC,British Columbia,V1J 3Y7,Canada,North America,1951-07-24
1711,238625,Male,Jeff Reynolds,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1951-09-20
1712,238678,Male,Antonio Petersen,Medicine Hat,AB,Alberta,T1A 0N1,Canada,North America,1971-01-07
1713,238806,Female,Karen Ford,Franklin Centre,QC,Quebec,J0S 1E0,Canada,North America,1962-12-30
1714,238820,Male,David Fraire,Humboldt,SK,Saskatchewan,S4P 3Y2,Canada,North America,1967-04-09
1715,238986,Male,Steven Flores,Lindsay,ON,Ontario,K9V 4A4,Canada,North America,1996-04-10
1716,239066,Female,Carol Hoffman,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1956-06-25
1717,239126,Male,Gary Jackson,Avonmore,ON,Ontario,K0C 1C0,Canada,North America,1984-10-05
1718,239134,Male,Nicholas Kelly,La Tuque,QC,Quebec,G9X 3B2,Canada,North America,1973-06-04
1719,239187,Female,Viva Tocco,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1958-11-11
1720,239297,Female,Kendra Scott,Brantford,ON,Ontario,N3T 2Z8,Canada,North America,1983-09-29
1721,239424,Male,Randy King,Toronto,ON,Ontario,M2N 2G8,Canada,North America,1984-07-28
1722,239502,Male,Bernard Davis,Chilliwack,BC,British Columbia,V2P 2S6,Canada,North America,1990-04-08
1723,239571,Female,Marie Tate,North Vancouver,BC,British Columbia,V5T 2C1,Canada,North America,1935-06-05
1724,239647,Female,Jane Matthews,Pointe Au Baril,ON,Ontario,P0G 1K0,Canada,North America,1937-01-26
1725,239934,Male,Anthony Olsen,Bear Canyon,AB,Alberta,T1T 1T1,Canada,North America,1993-07-03
1726,239991,Male,Wayne Chung,High Prairie,AB,Alberta,T0G 1E0,Canada,North America,1951-04-21
1727,240017,Female,Nicole Lopez,Okanagan Mission,BC,British Columbia,V0R 1S0,Canada,North America,1953-10-01
1728,240085,Female,Jena Lundy,Williamsburg,ON,Ontario,K0C 2H0,Canada,North America,1972-12-05
1729,240328,Female,Rose Fawcett,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1942-07-07
1730,240341,Male,Gregory Morgan,Peterborough,ON,Ontario,K9H 2L1,Canada,North America,1994-04-22
1731,240344,Male,Stephen Silcox,Toronto,ON,Ontario,M9V 2X5,Canada,North America,1994-08-10
1732,240347,Female,Beatrice Robinson,New Westminster,BC,British Columbia,V3L 5H1,Canada,North America,1978-05-24
1733,240370,Male,Ryan Coca,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1963-11-12
1734,240527,Female,Hailey Matthews,Brockville,ON,Ontario,K6V 4X4,Canada,North America,1989-03-03
1735,240595,Male,Daniel Williamson,Lachute,QC,Quebec,J8H 2J7,Canada,North America,1978-12-18
1736,240609,Female,Connie Delgado,Kintore,ON,Ontario,N0M 2C0,Canada,North America,1984-01-25
1737,240858,Male,Harvey Ahmad,Vancouver,BC,British Columbia,V5R 2T4,Canada,North America,1966-09-09
1738,241006,Female,Carmella Kovach,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1960-12-16
1739,241136,Male,Jermaine Gardner,Calgary,AB,Alberta,T2P 0H3,Canada,North America,1966-04-24
1740,241230,Female,Della Calhoun,Wolfe Island,ON,Ontario,K0H 2Y0,Canada,North America,1964-11-08
1741,241365,Male,Matthew Moncrief,Rosedale,BC,British Columbia,V0X 1X0,Canada,North America,2001-12-12
1742,241436,Male,Rickie Springer,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1944-11-01
1743,241450,Male,James Knight,Parry Sound,ON,Ontario,P2A 1W8,Canada,North America,1958-04-20
1744,241513,Female,Heidi Powers,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,2001-04-28
1745,241610,Male,Blake Robinson,Nanaimo,BC,British Columbia,V9R 3A8,Canada,North America,1941-02-03
1746,241724,Female,Misty Ball,Brandon,MB,Manitoba,R7A 5Y1,Canada,North America,1945-11-28
1747,241760,Male,Paul Guy,Cranbrook,BC,British Columbia,V1C 2R9,Canada,North America,1998-03-10
1748,241885,Female,Tina Mock,Winnipeg,MB,Manitoba,R3C 0C4,Canada,North America,1986-06-02
1749,242098,Male,Martin Clark,Tignish,PE,Prince Edward Island,C0B 2B0,Canada,North America,1952-01-20
1750,242542,Female,Colleen Moore,Campbell River,BC,British Columbia,V9W 2C9,Canada,North America,1998-09-02
1751,242571,Male,John Daigle,North Bay,ON,Ontario,P1B 8G4,Canada,North America,1979-01-27
1752,242781,Male,Stephen Gritton,Toronto,ON,Ontario,M2N 2G8,Canada,North America,1984-03-10
1753,242897,Female,Sherri Fray,Vancouver,BC,British Columbia,V6C 1B4,Canada,North America,1978-04-16
1754,242901,Male,Allen Tran,Toronto,ON,Ontario,M6H 4B6,Canada,North America,1943-11-16
1755,242920,Male,Stephen Powell,New Westminster,BC,British Columbia,V3L 5H1,Canada,North America,1937-05-03
1756,242985,Female,Donna Shannon,Rosetown,SK,Saskatchewan,S0L 2V0,Canada,North America,1992-07-14
1757,243036,Female,Denese McDaniel,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1947-08-29
1758,243073,Female,Kathy Allen,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1974-02-05
1759,243170,Female,Susan Dee,St Hyacinthe,QC,Quebec,J2S 2T3,Canada,North America,1948-03-23
1760,243209,Female,Molly Clark,Courtenay,BC,British Columbia,V9N 2J6,Canada,North America,1949-04-17
1761,243332,Male,Cory Potter,Mulhurst Bay,AB,Alberta,T0C 2C0,Canada,North America,1962-06-06
1762,243341,Female,Cecile Herman,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1981-10-19
1763,243543,Female,Marta Ramm,Richmond,BC,British Columbia,V6X 2B8,Canada,North America,1974-06-03
1764,243747,Male,Bill Caldwell,St Catharines,ON,Ontario,L2S 2K4,Canada,North America,1961-08-06
1765,243799,Male,Troy Brandon,Winnipeg,MB,Manitoba,R3C 4L5,Canada,North America,1975-05-28
1766,243807,Male,Troy Hobbs,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1995-09-29
1767,243917,Female,Summer Brown,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1983-02-07
1768,244065,Female,Dawn Stanfill,Toronto,ON,Ontario,M5J 2R8,Canada,North America,1981-05-15
1769,244179,Male,Peter Hummel,Calgary,AB,Alberta,T2A 1C8,Canada,North America,1985-12-12
1770,244193,Male,Daniel Lippert,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,1959-03-15
1771,244320,Male,Douglas Richards,Lansdowne House,ON,Ontario,P0T 1Z0,Canada,North America,1977-06-30
1772,244323,Male,Freddie Gorney,Toronto,ON,Ontario,M5J 2R8,Canada,North America,1985-01-27
1773,244354,Female,Esther Smith,South Slocan,BC,British Columbia,V0G 2G0,Canada,North America,1962-02-12
1774,244462,Female,Shanon Watson,Vancouver,BC,British Columbia,V6C 1B4,Canada,North America,1952-11-23
1775,244465,Male,Raymond Calderon,Bjorkdale,SK,Saskatchewan,S0E 0E0,Canada,North America,1975-05-22
1776,244545,Female,Joan Bedard,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1993-02-14
1777,244601,Female,Brittany Borders,Newmarket,ON,Ontario,L3Y 2A3,Canada,North America,1959-09-09
1778,244737,Female,Barbara Maciejewski,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1974-07-06
1779,244792,Male,Myron Holman,Malton,ON,Ontario,L4T 1A9,Canada,North America,1981-02-14
1780,244921,Male,Benjamin Weaver,London,ON,Ontario,N5W 2S9,Canada,North America,1938-07-12
1781,244931,Male,Horacio Saavedra,Carmacks,YT,Yukon,Y0B 1C0,Canada,North America,1943-04-12
1782,244936,Female,Carolee Miller,Toronto,ON,Ontario,M3B 2W6,Canada,North America,1940-12-06
1783,245017,Female,Maria Aultman,Chelsea,QC,Quebec,J0X 1N0,Canada,North America,1990-02-14
1784,245143,Female,Gladys Kilpatrick,Quebec,QC,Quebec,G1E 2L3,Canada,North America,1974-08-15
1785,245372,Female,Janet Greer,Brockville,ON,Ontario,K6V 4X4,Canada,North America,1937-02-11
1786,245649,Male,Daniel Horton,Hughenden,AB,Alberta,T0B 2E0,Canada,North America,1964-04-27
1787,245739,Male,Franklyn Edmonson,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1945-01-26
1788,245808,Male,Mark Macias,Stittsville,ON,Ontario,K2S 1B9,Canada,North America,1940-04-20
1789,245912,Female,Evelyn Lavender,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1959-11-29
1790,245936,Male,Shane Becker,St Charles,ON,Ontario,P0M 2W0,Canada,North America,1993-07-14
1791,246420,Male,Willie Sanchez,Richmond,BC,British Columbia,V6X 2B8,Canada,North America,1965-03-22
1792,246656,Male,Christopher White,Edmonton,AB,Alberta,T5J 3N6,Canada,North America,1962-06-24
1793,246888,Male,Joseph Bryant,Kirkland Lake,ON,Ontario,P2N 2G8,Canada,North America,1971-03-29
1794,247032,Male,Jason Welch,Francois Lake,BC,British Columbia,V0J 1E0,Canada,North America,1967-12-19
1795,247129,Male,Edward Sims,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1998-03-08
1796,247132,Female,Joyce Davis,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1963-04-10
1797,247171,Female,Candis Manning,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1998-03-11
1798,247443,Male,Dennis Perryman,Wha Ti,NT,Northwest Territories,X0E 1P0,Canada,North America,1966-01-31
1799,247706,Male,Michael Hopkins,Highgate,ON,Ontario,N0P 1T0,Canada,North America,1996-01-07
1800,247866,Male,Michael Faught,Edmonton,AB,Alberta,T6H 1J5,Canada,North America,1987-12-26
1801,247966,Female,Mary Howze,Montreal,QC,Quebec,H2X 1Y8,Canada,North America,1960-08-29
1802,247971,Female,Rose Cox,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,2000-01-01
1803,248178,Female,Mary Alvarez,Carbon,AB,Alberta,T0M 0L0,Canada,North America,1947-04-01
1804,248283,Female,Pamela Gantt,Domremy,SK,Saskatchewan,S4P 3Y2,Canada,North America,1955-05-27
1805,248406,Female,Lynne Stanton,East Hereford,QC,Quebec,J0B 1S0,Canada,North America,1991-08-05
1806,248476,Male,Elliott Dahl,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,2001-01-03
1807,248555,Male,Clarence Chiasson,Huntingdon,BC,British Columbia,V0X 1M0,Canada,North America,1985-08-20
1808,248607,Male,Robert Dowd,Oshawa,ON,Ontario,L1H 7K5,Canada,North America,1951-06-02
1809,248677,Female,Jennifer Rosenblum,Quebec,QC,Quebec,G1R 5B2,Canada,North America,1991-09-29
1810,248690,Female,Glenda Mitchell,Gorrie,ON,Ontario,N0G 1X0,Canada,North America,1938-05-18
1811,249120,Male,Craig Burch,Newmarket,ON,Ontario,L3Y 2A3,Canada,North America,1983-08-25
1812,249261,Female,Terry Bowen,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1968-09-19
1813,249269,Female,Mary Brown,Bromptonville,QC,Quebec,H0H 0H0,Canada,North America,1966-12-27
1814,249320,Female,Sarah Hall,Red Deer,AB,Alberta,T4N 2A6,Canada,North America,1953-06-20
1815,249397,Female,Stacey Nabors,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,1949-02-07
1816,249578,Female,Shirley Fife,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1947-10-16
1817,249893,Female,Mary Simms,Kamloops,BC,British Columbia,V2C 5A5,Canada,North America,1938-07-26
1818,249956,Female,Brittany Grizzard,Edmonton,AB,Alberta,T5M 3K3,Canada,North America,1971-07-30
1819,250052,Male,Justin Champion,Niagara Falls,ON,Ontario,L2G 6Y2,Canada,North America,1976-12-01
1820,250176,Male,Charles Cooper,Toronto,ON,Ontario,M1L 3K7,Canada,North America,1993-08-08
1821,250194,Male,Christopher Jones,Chilliwack,BC,British Columbia,V2P 2S6,Canada,North America,1955-01-12
1822,250739,Female,Anna Howe,Penticton,BC,British Columbia,V2A 2T6,Canada,North America,1974-09-23
1823,250804,Male,Rafael Scott,Ottawa,ON,Ontario,K1P 5M7,Canada,North America,1940-09-28
1824,250824,Male,Brian McAtee,Stoney Creek,ON,Ontario,L8G 2V1,Canada,North America,1954-05-17
1825,250884,Male,Kyle Askins,Brampton,ON,Ontario,L6T 3W9,Canada,North America,1948-03-04
1826,250944,Male,Dallas Hudson,Welland,ON,Ontario,L3B 3Z6,Canada,North America,1976-03-01
1827,250990,Male,Dan Grainger,Sudbury,ON,Ontario,P3E 4N2,Canada,North America,1947-08-23
1828,251045,Female,Catherine Carter,Longueuil,QC,Quebec,J4H 1M3,Canada,North America,1936-12-19
1829,251069,Male,Roy Peterson,Nanaimo,BC,British Columbia,V9R 3A8,Canada,North America,1942-10-28
1830,251084,Female,Mary Dejean,Bonaventure,QC,Quebec,G0C 1E0,Canada,North America,1950-07-25
1831,251252,Male,Frank Harris,Estevan,SK,Saskatchewan,S4A 0W6,Canada,North America,1995-05-18
1832,251282,Male,Philip Holley,Calgary,AB,Alberta,T2P 0H3,Canada,North America,1976-05-13
1833,251344,Male,Charles Rosa,Toronto,ON,Ontario,M8Z 4H4,Canada,North America,1990-04-01
1834,251587,Male,Gregory West,Unionville,ON,Ontario,L3R 0L7,Canada,North America,1935-07-26
1835,251670,Male,Dennis Barnett,Hamilton,ON,Ontario,L8K 1A4,Canada,North America,1956-06-24
1836,252272,Female,Brenda Fairley,Cobalt,ON,Ontario,P0J 1C0,Canada,North America,1981-02-11
1837,252545,Male,Michael Gabriel,Ottawa,ON,Ontario,K1G 0Z2,Canada,North America,1945-07-15
1838,252611,Female,Kris Crist,Ottawa,ON,Ontario,K2G 3K2,Canada,North America,1954-07-03
1839,252662,Male,Antonio Baker,Nanaimo,BC,British Columbia,V9R 5H9,Canada,North America,1947-10-22
1840,252769,Male,Charles Edwards,Montreal,QC,Quebec,H4J 1M9,Canada,North America,1984-05-01
1841,253141,Male,Tony Ricardo,New Westminster,BC,British Columbia,V3M 6A1,Canada,North America,1954-09-01
1842,253233,Female,Elva Wong,Port Perry,ON,Ontario,L9L 1K2,Canada,North America,1962-12-13
1843,253278,Male,Robert Tice,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1985-09-15
1844,253281,Female,Mary Veit,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1976-11-28
1845,253377,Male,Clifford McCoy,Chatham,ON,Ontario,N7M 2G9,Canada,North America,1963-04-07
1846,253505,Female,Sherry Frazier,Kensington,PE,Prince Edward Island,C0B 1M0,Canada,North America,1981-07-26
1847,253567,Male,Samuel Benavides,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1936-10-02
1848,253632,Female,Patricia Mott,Creelman,SK,Saskatchewan,S4P 3Y2,Canada,North America,1949-04-11
1849,253813,Female,Chasity Bailey,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1979-01-13
1850,254142,Male,Thomas Abbas,Ottawa,ON,Ontario,K2P 0K1,Canada,North America,1981-08-07
1851,254265,Male,Greg Koch,Yellowknife,NT,Northwest Territories,X1A 2R3,Canada,North America,1973-04-27
1852,254331,Male,Jerrell Stepp,Hamilton,ON,Ontario,L8N 3X3,Canada,North America,1980-07-27
1853,254402,Female,Donna Jones,Radway,AB,Alberta,T0A 2V0,Canada,North America,1951-12-03
1854,254407,Male,Herman Wiley,Quebec,QC,Quebec,G1V 3V5,Canada,North America,1982-05-13
1855,254540,Female,Hazel Skiles,Peterborough,ON,Ontario,K9H 2L1,Canada,North America,1988-06-10
1856,254779,Female,Susan Brewster,Guelph,ON,Ontario,N1H 2W8,Canada,North America,2000-08-14
1857,254795,Female,Virginia Lawson,London,ON,Ontario,N0N 0N0,Canada,North America,1993-09-13
1858,254816,Female,Ida Martin,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1978-02-20
1859,254825,Female,Barbara Singleton,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1981-10-07
1860,254861,Male,Richard Gonzales,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1989-06-11
1861,255089,Male,John Smith,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1956-08-03
1862,255161,Female,Julia Stripling,Ajax,ON,Ontario,L1S 6L6,Canada,North America,1990-12-11
1863,255267,Female,Nenita Thibodeau,St Catharines,ON,Ontario,L2N 1S8,Canada,North America,1956-03-16
1864,255284,Male,Jose Baker,Palgrave,ON,Ontario,L0N 1P0,Canada,North America,1994-05-28
1865,255295,Female,Meggan Zoeller,Holdfast,SK,Saskatchewan,S4P 3Y2,Canada,North America,1963-11-13
1866,255312,Male,Gerald Comer,Vancouver,BC,British Columbia,V5T 1Z7,Canada,North America,1939-10-23
1867,255406,Female,Mary McKee,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1936-06-14
1868,255479,Male,Joel Martinez,Ile Perrot,QC,Quebec,J0P 1K0,Canada,North America,1950-04-09
1869,255536,Male,William Eley,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1968-01-13
1870,255723,Male,Manuel Hohn,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1940-05-29
1871,255882,Male,David Gooden,Ste Eulalie,QC,Quebec,G0Z 1E0,Canada,North America,1987-01-09
1872,256114,Female,Rose Willis,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1984-09-04
1873,256411,Male,Matt Lussier,Vancouver,BC,British Columbia,V5R 2T4,Canada,North America,1992-06-27
1874,256475,Male,Johnny Sanders,West Vancouver,BC,British Columbia,V7V 1Y8,Canada,North America,1962-03-19
1875,256526,Male,James Rogers,Barrie,ON,Ontario,L4M 3B1,Canada,North America,1936-06-10
1876,256531,Male,Carson Jones,Quebec,QC,Quebec,G1R 1B8,Canada,North America,1998-06-18
1877,256789,Male,Kenneth Hutchings,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1960-07-26
1878,256828,Male,Thomas Hires,Provost,AB,Alberta,T0B 3S0,Canada,North America,1960-11-25
1879,256837,Male,Emmett Irving,Timmins,ON,Ontario,P4N 1C3,Canada,North America,1964-07-25
1880,257031,Female,Raquel Coughlan,Sackville,NS,Nova Scotia,B4E 2R3,Canada,North America,1998-05-23
1881,257225,Male,Samuel Oubre,Oakville,ON,Ontario,L6J 4Z3,Canada,North America,1936-03-13
